user_id,income,spending,assets,vehicles,lifestyle_score,tax_evasion_risk
734,203398,462051,2,2,82205.1,1
735,106183,524443,3,2,98444.3,1
736,434948,390111,5,3,113011.1,0
737,25885,128685,2,1,40868.5,1
738,444321,474238,0,1,55423.8,0
739,432295,624948,7,3,156494.8,0
740,37471,219730,7,0,91973.0,1
741,54665,271597,1,3,61159.7,1
742,77545,621165,3,1,100116.5,1
743,107475,533686,1,0,63368.6,1
744,251132,464627,8,3,150462.7,1
745,251500,213939,2,1,49393.9,0
746,411514,269048,6,1,94904.8,0
747,31392,266141,7,0,96614.1,1
748,151350,667295,1,3,100729.5,1
749,428769,620292,2,3,106029.2,0
750,377611,574251,7,0,127425.1,1
751,443382,424521,1,1,60452.1,0
752,439891,178244,10,0,117824.4,0
753,204885,348881,5,3,108888.1,1
754,54593,181688,10,2,134168.8,1
755,261719,662397,5,1,124239.7,1
756,142199,430780,6,0,103078.0,1
757,484108,390649,3,3,93064.9,0
758,374699,327922,0,3,56792.2,0
759,473687,478367,9,2,153836.7,0
760,146254,549010,4,4,126901.0,1
761,399140,671311,7,3,161131.1,1
762,468062,421079,2,1,70107.9,0
763,469499,487247,2,0,68724.7,0
764,250308,505779,3,1,88577.9,1
765,323548,408964,5,2,106896.4,0
766,200900,367803,10,1,144780.3,1
767,119774,648078,6,0,124807.8,1
768,56936,263432,7,2,112343.2,1
769,294086,42563,4,1,52256.3,0
770,113287,353079,8,3,139307.9,1
771,52361,80816,4,4,80081.6,1
772,164163,40563,6,1,72056.3,0
773,233020,167351,6,0,76735.1,0
774,317228,332126,6,4,125212.6,0
775,492239,268420,8,3,130842.0,0
776,289271,90324,10,0,109032.4,0
777,237985,167480,8,2,112748.0,0
778,499469,509868,9,3,164986.8,0
779,29824,299729,0,2,45972.9,1
780,256065,641484,10,1,172148.4,1
781,413082,476774,0,1,55677.4,0
782,212433,467829,0,2,62782.9,1
783,291025,16812,10,0,101681.2,0
784,268195,366188,6,2,112618.8,0
785,56036,241685,3,4,86168.5,1
786,293311,126935,10,2,128693.5,0
787,49253,251816,9,2,131181.6,1
788,316359,200749,3,1,58074.9,0
789,165432,98065,4,1,57806.5,0
790,464930,330417,4,4,105041.7,0
791,168781,195078,1,4,61507.8,0
792,339757,189604,4,0,58960.4,0
793,343322,204852,8,1,108485.2,0
794,491453,398935,9,1,137893.5,0
795,380109,565820,10,3,180582.0,0
796,66150,610461,6,0,121046.1,1
797,437017,194809,8,3,123480.9,0
798,437885,468885,5,2,112888.5,0
799,164323,371584,6,0,97158.4,1
800,419118,407421,8,1,128742.1,0
801,76369,232362,2,1,51236.2,1
802,314504,436852,3,2,89685.2,0
803,300217,673160,0,4,99316.0,1
804,417871,392825,3,3,93282.5,0
805,344736,473197,10,4,179319.7,0
806,101745,405995,5,1,98599.5,1
807,32942,395554,8,2,135555.4,1
808,497981,297724,3,2,75772.4,0
809,207393,348405,7,3,128840.5,1
810,231734,420171,9,2,148017.1,1
811,150223,60878,8,4,118087.8,0
812,174780,129629,4,3,76962.9,0
813,397685,89314,7,1,86931.4,0
814,211695,515568,4,0,91556.8,1
815,133687,464288,5,3,120428.8,1
816,47423,412220,3,3,95222.0,1
817,434428,567356,7,1,134735.6,0
818,275807,392600,2,0,59260.0,0
819,236730,674878,4,0,107487.8,1
820,22660,251827,0,2,41182.7,1
821,482479,439307,0,3,67930.7,0
822,431215,232101,3,2,69210.1,0
823,33322,333637,2,3,77363.7,1
824,109186,423753,0,2,58375.3,1
825,328139,134932,4,4,85493.2,0
826,47621,370504,7,4,139050.4,1
827,162825,516919,10,1,159691.9,1
828,352850,565672,9,4,178567.2,1
829,372344,352145,4,2,91214.5,0
830,488151,428362,9,0,132836.2,0
831,103546,693671,1,1,87367.1,1
832,42881,276903,5,3,101690.3,1
833,30386,349483,4,3,98948.3,1
834,291060,74851,3,3,61485.1,0
835,291976,484122,2,3,92412.2,1
836,35823,189777,9,2,124977.7,1
837,132651,32506,7,4,105250.6,0
838,158201,672704,5,1,125270.4,1
839,44024,116939,0,1,19693.9,1
840,440966,238589,9,4,145858.9,0
841,310273,124834,8,0,92483.4,0
842,92272,658362,7,1,143836.2,1
843,469985,175229,7,1,95522.9,0
844,258132,565677,7,0,126567.7,1
845,466156,220489,1,1,40048.9,0
846,340078,537845,7,2,139784.5,1
847,448772,129883,0,3,36988.3,0
848,293794,661720,2,3,110172.0,1
849,98916,403049,6,0,100304.9,1
850,162220,495183,2,4,101518.3,1
851,272202,556254,4,4,127625.4,1
852,312449,418351,5,0,91835.1,0
853,81722,102888,7,1,88288.8,0
854,282907,123656,9,0,102365.6,0
855,81570,342174,4,0,74217.4,1
856,286043,622354,8,3,166235.4,1
857,402709,571338,9,1,155133.8,0
858,289485,112851,3,0,41285.1,0
859,488968,393309,0,0,39330.9,0
860,495197,320919,5,2,98091.9,0
861,292788,558570,9,2,161857.0,1
862,24634,379985,9,1,135998.5,1
863,303126,85951,6,3,92595.1,0
864,156613,662452,0,3,90245.2,1
865,312241,256857,8,3,129685.7,0
866,218319,149899,1,3,48989.9,0
867,387052,430558,1,3,77055.8,0
868,169629,301749,9,4,152174.9,1
869,329845,99123,0,3,33912.3,0
870,467629,590580,7,4,161058.0,0
871,309600,57752,3,4,67775.2,0
872,410383,98997,5,4,91899.7,0
873,66862,554312,7,0,125431.2,1
874,106827,556428,8,1,143642.8,1
875,47168,677971,1,1,85797.1,1
876,396669,296250,10,2,145625.0,0
877,420935,386249,8,4,150624.9,0
878,459526,86127,8,1,96612.7,0
879,296057,89700,5,0,58970.0,0
880,419077,378046,0,1,45804.6,0
881,182973,403095,2,0,60309.5,1
882,169104,285610,8,3,132561.0,1
883,408100,132904,0,0,13290.4,0
884,228692,521028,7,4,154102.8,1
885,114662,647564,0,2,80756.4,1
886,469002,497207,8,1,137720.7,0
887,30535,522559,5,1,110255.9,1
888,280983,19389,1,4,43938.9,0
889,171544,269421,5,2,92942.1,1
890,421214,484191,1,3,82419.1,0
891,140869,222004,7,1,100200.4,1
892,128712,362994,3,1,74299.4,1
893,468804,393778,5,0,89377.8,0
894,164088,550287,9,3,169028.7,1
895,472808,495617,0,3,73561.7,0
896,143450,541192,0,0,54119.2,1
897,364951,229701,5,2,88970.1,0
898,58624,552432,4,4,127243.2,1
899,380752,672046,10,3,191204.6,1
900,454204,601370,4,3,124137.0,0
901,40523,517078,5,0,101707.8,1
902,103660,638528,7,2,149852.8,1
903,22694,609684,2,3,104968.4,1
904,201903,341590,1,1,52159.0,1
905,266778,91118,9,0,99111.8,0
906,260811,521791,2,3,96179.1,1
907,148463,675810,0,2,83581.0,1
908,298397,383220,7,3,132322.0,0
909,307328,351746,6,4,127174.6,0
910,230882,79655,3,3,61965.5,0
911,296432,534531,1,1,71453.1,1
912,196052,480043,5,4,130004.3,1
913,245858,592707,8,0,139270.7,1
914,467804,205704,6,1,88570.4,0
915,468140,405897,6,0,100589.7,0
916,480362,306357,9,2,136635.7,0
917,100596,35452,10,0,103545.2,0
918,250511,304550,10,0,130455.0,0
919,391321,128302,8,0,92830.2,0
920,62614,73699,5,2,73369.9,0
921,46113,512802,1,0,61280.2,1
922,386636,569938,6,0,116993.8,0
923,442475,302760,10,2,146276.0,0
924,277884,468129,5,1,104812.9,1
925,330689,224032,10,2,138403.2,0
926,257605,257404,7,2,111740.4,0
927,436356,342133,9,4,156213.3,0
928,391397,692727,10,0,169272.7,1
929,364445,497897,9,0,139789.7,0
930,243436,536455,1,2,79645.5,1
931,121977,31160,8,3,107116.0,0
932,92361,307461,9,2,136746.1,1
933,69123,653192,3,0,95319.2,1
934,446392,57613,0,3,29761.3,0
935,261140,198343,10,3,143834.3,0
936,29882,186371,4,0,58637.1,1
937,141628,428437,3,3,96843.7,1
938,135482,380110,8,1,126011.0,1
939,298305,370538,7,0,107053.8,0
940,258541,454206,9,4,167420.6,1
941,355028,362236,4,1,84223.6,0
942,407589,396057,8,4,151605.7,0
943,183061,508804,6,3,134880.4,1
944,125612,397479,5,4,121747.9,1
945,416404,474981,7,3,141498.1,0
946,124225,377830,9,3,151783.0,1
947,331433,145427,2,2,50542.7,0
948,462599,72956,10,1,115295.6,0
949,68637,227165,1,0,32716.5,1
950,161132,155239,9,3,129523.9,0
951,496267,565603,8,0,136560.3,0
952,348846,66234,9,3,120623.4,0
953,244342,128311,8,2,108831.1,0
954,256429,529588,2,1,80958.8,1
955,120883,579286,3,1,95928.6,1
956,107265,499527,6,4,141952.7,1
957,252740,282033,9,4,150203.3,0
958,119250,105256,3,4,72525.6,0
959,252284,87617,2,4,60761.7,0
960,444491,590690,5,2,125069.0,0
961,464822,108337,5,1,68833.7,0
962,296390,24479,6,0,62447.9,0
963,199317,661929,6,3,150192.9,1
964,409522,638872,7,2,149887.2,1
965,360112,666662,10,1,174666.2,1
966,25433,38111,2,1,31811.1,0
967,235758,71864,2,4,59186.4,0
968,314086,336475,6,0,93647.5,0
969,92932,325231,10,3,156523.1,1
970,128698,332896,5,2,99289.6,1
971,306376,96160,3,2,55616.0,0
972,283296,578044,0,1,65804.4,1
973,341384,447809,9,4,166780.9,0
974,35242,572067,3,0,87206.7,1
975,31857,443795,6,1,112379.5,1
976,400387,298644,5,3,103864.4,0
977,222859,686568,1,1,86656.8,1
978,285543,258453,1,3,59845.3,0
979,43046,247961,6,2,100796.1,1
980,446060,283790,3,3,82379.0,0
981,25434,468616,5,0,96861.6,1
982,370874,223865,2,4,74386.5,0
983,477867,454149,2,4,97414.9,0
984,470434,66482,9,1,104648.2,0
985,303539,638465,5,2,129846.5,1
986,211770,613375,10,1,169337.5,1
987,465902,482897,5,0,98289.7,0
988,235904,278437,3,2,73843.7,0
989,143411,161869,4,0,56186.9,0
990,314925,388152,6,3,122815.2,0
991,60274,136429,6,2,89642.9,1
992,164676,417799,4,2,97779.9,1
993,239303,42920,5,4,86292.0,0
994,59532,214776,8,4,133477.6,1
995,87344,614039,8,4,173403.9,1
996,348256,419910,3,0,71991.0,0
997,421145,224253,3,4,84425.3,0
998,254860,681151,2,0,88115.1,1
999,102955,336029,6,3,117602.9,1
1000,334068,337161,1,0,43716.1,0
1001,222003,134434,10,3,137443.4,0
1002,301908,182964,10,1,126296.4,0
1003,432806,490612,1,1,67061.2,0
1004,346476,488527,3,0,78852.7,0
1005,135963,320856,3,0,62085.6,1
1006,247980,62486,9,0,96248.6,0
1007,328976,27431,0,2,18743.1,0
1008,343300,503150,9,1,148315.0,0
1009,182564,313414,0,3,55341.4,1
1010,484990,320235,8,0,112023.5,0
1011,402609,648413,9,0,154841.3,1
1012,192362,395987,3,1,77598.7,1
1013,286393,551014,1,4,97101.4,1
1014,441095,651813,8,3,169181.3,0
1015,34748,241199,7,2,110119.9,1
1016,60049,28469,4,4,74846.9,0
1017,149653,41452,9,4,126145.2,0
1018,209781,275750,7,2,113575.0,0
1019,399860,381052,7,0,108105.2,0
1020,129017,489518,5,0,98951.8,1
1021,79556,76786,10,1,115678.6,0
1022,329915,154136,1,0,25413.6,0
1023,423833,438417,4,4,115841.7,0
1024,32899,191286,8,1,107128.6,1
1025,499518,57596,8,1,93759.6,0
1026,302065,433968,6,3,127396.8,0
1027,105588,73132,5,1,65313.2,0
1028,184459,554679,4,3,119467.9,1
1029,153637,303023,0,3,54302.3,1
1030,50330,330892,3,3,87089.2,1
1031,241431,19048,1,1,19904.8,0
1032,206733,280730,5,3,102073.0,0
1033,272840,389005,5,1,96900.5,0
1034,275594,502840,1,0,60284.0,1
1035,255868,143860,6,3,98386.0,0
1036,135575,247235,2,3,68723.5,1
1037,463416,43275,2,3,48327.5,0
1038,327986,575456,3,4,119545.6,1
1039,100156,65051,2,4,58505.1,0
1040,163634,214407,10,2,137440.7,0
1041,222817,335371,10,4,165537.1,1
1042,47637,628693,9,1,160869.3,1
1043,20806,61689,10,2,122168.9,1
1044,451812,152526,2,0,35252.6,0
1045,472621,230405,2,1,51040.5,0
1046,345686,285935,10,2,144593.5,0
1047,142212,246678,8,4,136667.8,1
1048,488445,643549,1,3,98354.9,0
1049,40199,547749,9,3,168774.9,1
1050,63732,443667,1,0,54366.7,1
1051,341494,329136,6,0,92913.6,0
1052,355010,268008,2,1,54800.8,0
1053,24021,327682,7,0,102768.2,1
1054,187538,398589,4,4,111858.9,1
1055,299036,307562,0,1,38756.2,0
1056,265004,299267,8,3,133926.7,0
1057,230797,283105,2,1,56310.5,0
1058,373893,421753,2,0,62175.3,0
1059,42237,92679,4,3,73267.9,1
1060,304403,295518,7,0,99551.8,0
1061,138242,177130,6,4,109713.0,0
1062,31189,406574,0,4,72657.4,1
1063,464042,67908,5,3,80790.8,0
1064,165972,230759,0,3,47075.9,0
1065,371277,595086,2,1,87508.6,1
1066,458340,694323,4,4,141432.3,1
1067,193685,373770,2,4,89377.0,1
1068,278651,651696,3,3,119169.6,1
1069,115995,42498,10,0,104249.8,0
1070,436626,554042,8,2,151404.2,0
1071,159663,31134,2,1,31113.4,0
1072,350304,171904,4,0,57190.4,0
1073,402058,398309,9,1,137830.9,0
1074,40108,363467,3,1,74346.7,1
1075,178347,218363,0,1,29836.3,0
1076,389918,65709,4,4,78570.9,0
1077,242155,49471,9,1,102947.1,0
1078,140894,585904,9,2,164590.4,1
1079,436236,694079,9,3,183407.9,1
1080,122812,158560,6,1,83856.0,0
1081,111552,559791,5,2,121979.1,1
1082,41201,334766,1,2,59476.6,1
1083,172454,323193,8,3,136319.3,1
1084,365321,394242,7,1,117424.2,0
1085,175289,43523,1,4,46352.3,0
1086,108372,683379,2,4,120337.9,1
1087,251949,228953,0,1,30895.3,0
1088,79426,553534,8,1,143353.4,1
1089,450758,116831,4,2,67683.1,0
1090,257264,677986,10,4,199798.6,1
1091,484543,501431,9,4,172143.1,0
1092,294579,489399,5,0,98939.9,1
1093,209335,129437,1,4,54943.7,0
1094,467338,197947,0,0,19794.7,0
1095,262622,242878,4,0,64287.8,0
1096,178453,258281,10,3,149828.1,0
1097,146098,80416,10,3,132041.6,0
1098,188015,291748,3,3,83174.8,1
1099,159463,93941,9,3,123394.1,0
1100,108802,355117,2,1,63511.7,1
1101,395110,646485,7,3,158648.5,1
1102,280774,240709,10,0,124070.9,0
1103,90283,295012,1,0,39501.2,1
1104,158984,172184,7,4,119218.4,0
1105,116154,550334,1,2,81033.4,1
1106,224656,371542,6,2,113154.2,1
1107,371827,210006,10,4,153000.6,0
1108,232502,153351,3,4,77335.1,0
1109,222818,609736,0,0,60973.6,1
1110,98464,429429,3,2,88942.9,1
1111,361890,658374,8,1,153837.4,1
1112,112378,524722,5,0,102472.2,1
1113,305828,128059,8,3,116805.9,0
1114,156445,691069,10,4,201106.9,1
1115,55484,77634,7,2,93763.4,0
1116,432060,493315,1,3,83331.5,0
1117,143705,318361,7,1,109836.1,1
1118,263602,275740,6,0,87574.0,0
1119,30644,451941,7,2,131194.1,1
1120,468238,607438,3,1,98743.8,0
1121,59319,239557,9,1,121955.7,1
1122,354688,662302,1,2,92230.2,1
1123,374751,437871,0,4,75787.1,0
1124,316736,40519,6,2,80051.9,0
1125,159365,507781,6,3,134778.1,1
1126,403777,30804,2,4,55080.4,0
1127,109734,128720,4,4,84872.0,0
1128,195652,269516,0,4,58951.6,0
1129,265246,517258,2,2,87725.8,1
1130,489505,21972,6,2,78197.2,0
1131,194297,130999,4,1,61099.9,0
1132,121296,77796,2,4,59779.6,0
1133,465973,317778,3,2,77777.8,0
1134,365214,143717,7,2,100371.7,0
1135,460841,202920,5,1,78292.0,0
1136,101358,450053,6,3,129005.3,1
1137,187602,41356,6,1,72135.6,0
1138,114979,384395,6,3,122439.5,1
1139,120149,421798,3,2,88179.8,1
1140,496886,597042,7,3,153704.2,0
1141,472162,225496,1,4,64549.6,0
1142,280011,617319,0,4,93731.9,1
1143,137940,59515,9,1,103951.5,0
1144,491190,581857,2,0,78185.7,0
1145,433524,608339,9,2,166833.9,0
1146,436919,158316,5,3,89831.6,0
1147,101352,160705,1,4,58070.5,1
1148,204973,431914,2,3,87191.4,1
1149,148944,331635,8,3,137163.5,1
1150,94052,177019,6,3,101701.9,1
1151,473483,17245,10,4,133724.5,0
1152,313861,210987,2,4,73098.7,0
1153,60665,341133,6,2,110113.3,1
1154,259976,615091,6,2,137509.1,1
1155,195297,638717,1,0,73871.7,1
1156,150791,532494,9,3,167249.4,1
1157,80927,479867,4,0,87986.7,1
1158,323672,672276,1,0,77227.6,1
1159,146126,471954,10,4,179195.4,1
1160,221718,697062,0,2,85706.2,1
1161,478160,513315,10,1,159331.5,0
1162,156207,621537,6,3,146153.7,1
1163,474583,605554,7,2,146555.4,0
1164,397303,220118,2,4,74011.8,0
1165,375669,333562,8,1,121356.2,0
1166,413030,458828,2,3,89882.8,0
1167,162264,579638,8,4,169963.8,1
1168,475327,298895,9,0,119889.5,0
1169,88311,85773,8,0,88577.3,0
1170,96148,594061,0,3,83406.1,1
1171,207866,257930,9,2,131793.0,0
1172,45578,682339,2,0,88233.9,1
1173,236303,125226,0,3,36522.6,0
1174,292172,636601,1,0,73660.1,1
1175,251787,535830,10,4,185583.0,1
1176,54081,377733,1,2,63773.3,1
1177,99294,409928,7,4,142992.8,1
1178,436235,31577,4,2,59157.7,0
1179,98884,671897,5,4,149189.7,1
1180,394912,616729,6,3,145672.9,1
1181,196398,192021,2,0,39202.1,0
1182,101661,167139,0,4,48713.9,1
1183,321097,135494,5,3,87549.4,0
1184,132528,248867,2,0,44886.7,1
1185,471590,161799,5,0,66179.9,0
1186,304883,677995,4,1,115799.5,1
1187,328374,627576,5,1,120757.6,1
1188,409523,409503,6,3,124950.3,0
1189,238449,231004,10,1,131100.4,0
1190,45469,121011,5,2,78101.1,1
1191,440431,655276,9,0,155527.6,0
1192,394732,177927,8,0,97792.7,0
1193,67488,196584,7,2,105658.4,1
1194,407575,699763,8,2,165976.3,1
1195,146438,473803,9,4,169380.3,1
1196,241274,264569,9,1,124456.9,0
1197,363477,548024,0,3,78802.4,1
1198,410607,323638,7,3,126363.8,0
1199,123482,47271,8,2,100727.1,0
1200,482679,360924,0,1,44092.4,0
1201,164987,117261,5,4,93726.1,0
1202,93681,588716,1,0,68871.6,1
1203,442872,644344,10,2,180434.4,0
1204,485453,470095,3,3,101009.5,0
1205,176830,345780,2,3,78578.0,1
1206,90027,482271,4,3,112227.1,1
1207,231413,133132,1,4,55313.2,0
1208,393912,538056,1,4,95805.6,0
1209,318087,299038,0,4,61903.8,0
1210,432471,163255,0,3,40325.5,0
1211,479396,167077,5,1,74707.7,0
1212,192013,469674,7,0,116967.4,1
1213,42296,687462,3,4,130746.2,1
1214,156382,536763,0,4,85676.3,1
1215,444518,679779,1,2,93977.9,1
1216,133923,510397,3,3,105039.7,1
1217,230490,25720,2,3,46572.0,0
1218,441309,629621,3,2,108962.1,0
1219,343077,199210,9,3,133921.0,0
1220,429371,389143,4,1,86914.3,0
1221,273724,676648,0,1,75664.8,1
1222,212183,234751,3,1,61475.1,0
1223,435003,200499,5,4,102049.9,0
1224,191126,167336,8,3,120733.6,0
1225,128265,392247,2,2,75224.7,1
1226,20421,356390,7,4,137639.0,1
1227,180441,114760,3,4,73476.0,0
1228,444643,436714,4,0,83671.4,0
1229,471088,139952,2,2,49995.2,0
1230,220800,597646,3,0,89764.6,1
1231,297732,455002,2,4,97500.2,1
1232,266149,322125,9,0,122212.5,0
1233,293478,36760,8,0,83676.0,0
1234,59595,96105,5,1,67610.5,1
1235,375205,420520,10,2,158052.0,0
1236,105172,341005,3,3,88100.5,1
1237,162138,22559,1,0,12255.9,0
1238,96653,36538,4,1,51653.8,0
1239,188146,31459,8,3,107145.9,0
1240,90035,383366,10,1,146336.6,1
1241,405988,661873,2,1,94187.3,1
1242,96737,154908,4,4,87490.8,1
1243,481935,292758,4,2,85275.8,0
1244,251199,322781,5,4,114278.1,0
1245,71195,584492,8,2,154449.2,1
1246,146817,661262,4,1,114126.2,1
1247,219473,396211,5,4,121621.1,1
1248,291999,127384,0,4,44738.4,0
1249,368629,487577,0,4,80757.7,0
1250,25213,191244,0,0,19124.4,1
1251,349285,143850,0,2,30385.0,0
1252,274091,593352,10,0,159335.2,1
1253,415515,417570,0,4,73757.0,0
1254,242213,323200,10,2,148320.0,0
1255,471450,181871,10,1,126187.1,0
1256,361843,160038,0,3,40003.8,0
1257,273518,528280,0,1,60828.0,1
1258,190224,138527,5,4,95852.7,0
1259,337656,401213,5,1,98121.3,0
1260,396407,166428,6,3,100642.8,0
1261,406039,128288,8,1,100828.8,0
1262,414801,471710,6,1,115171.0,0
1263,323631,333393,0,1,41339.3,0
1264,145244,382807,2,2,74280.7,1
1265,235261,443625,0,1,52362.5,1
1266,314663,217282,3,3,75728.2,0
1267,342248,276984,4,0,67698.4,0
1268,245940,131430,2,3,57143.0,0
1269,157752,408882,6,4,132888.2,1
1270,254872,649182,3,4,126918.2,1
1271,162244,129910,6,3,96991.0,0
1272,210824,575085,4,1,105508.5,1
1273,102278,671615,6,4,159161.5,1
1274,477117,578779,6,2,133877.9,0
1275,339506,250055,5,2,91005.5,0
1276,127405,393422,7,3,133342.2,1
1277,190441,312181,4,3,95218.1,1
1278,145981,481191,2,4,100119.1,1
1279,369830,318091,7,2,117809.1,0
1280,452434,16238,3,2,47623.8,0
1281,357144,445750,2,3,88575.0,0
1282,405882,274256,3,2,73425.6,0
1283,215326,504656,1,4,92465.6,1
1284,72130,509172,3,2,96917.2,1
1285,446303,633193,6,4,155319.3,0
1286,221403,261621,4,2,82162.1,0
1287,452450,521753,7,3,146175.3,0
1288,85150,595999,0,3,83599.9,1
1289,476015,492612,1,4,91261.2,0
1290,256194,344387,1,3,68438.7,0
1291,444333,154420,3,4,77442.0,0
1292,303889,41652,5,3,78165.2,0
1293,402972,423085,9,1,140308.5,0
1294,186583,540769,2,1,82076.9,1
1295,380409,90071,10,3,133007.1,0
1296,359932,573535,6,1,125353.5,1
1297,389319,194070,9,2,125407.0,0
1298,229504,185788,5,2,84578.8,0
1299,457597,167598,10,0,116759.8,0
1300,257389,540006,6,3,138000.6,1
1301,456116,419882,8,4,153988.2,0
1302,277152,654227,8,3,169422.7,1
1303,235272,698725,2,4,121872.5,1
1304,217385,271457,3,2,73145.7,0
1305,481422,149302,9,3,128930.2,0
1306,200910,410512,1,2,67051.2,1
1307,282729,355984,8,0,115598.4,0
1308,81228,86008,9,4,130600.8,0
1309,298784,485664,7,1,126566.4,1
1310,433806,546880,8,2,150688.0,0
1311,305062,18861,9,1,99886.1,0
1312,217804,281889,6,0,88188.9,0
1313,240672,653553,7,4,167355.3,1
1314,428382,285140,0,1,36514.0,0
1315,379846,669700,5,0,116970.0,1
1316,387204,672224,0,4,99222.4,1
1317,328110,438684,5,4,125868.4,0
1318,212140,615306,0,2,77530.6,1
1319,438040,96222,9,2,115622.2,0
1320,91595,189034,10,4,150903.4,1
1321,166112,621378,3,3,116137.8,1
1322,429072,333412,1,4,75341.2,0
1323,292606,458318,6,4,137831.8,1
1324,297244,520970,1,0,62097.0,1
1325,400046,253323,9,4,147332.3,0
1326,186697,674001,7,0,137400.1,1
1327,480858,50393,9,4,127039.3,0
1328,221027,258407,10,1,133840.7,0
1329,143141,173523,8,4,129352.3,0
1330,41437,316420,4,2,87642.0,1
1331,405845,556190,6,0,115619.0,0
1332,486013,554933,1,0,65493.3,0
1333,57167,130366,5,3,87036.6,1
1334,357700,442935,3,1,82293.5,0
1335,226779,275708,0,4,59570.8,0
1336,347430,347319,7,4,136731.9,0
1337,444041,690630,2,3,113063.0,1
1338,60725,74403,4,2,63440.3,0
1339,469412,483048,10,3,172304.8,0
1340,238800,343681,6,1,102368.1,0
1341,478399,422119,5,1,100211.9,0
1342,399406,585182,9,0,148518.2,0
1343,329997,688757,2,1,96875.7,1
1344,40341,167916,5,2,82791.6,1
1345,339771,332216,3,4,95221.6,0
1346,190077,215712,8,4,133571.2,0
1347,172708,316329,10,4,163632.9,1
1348,464300,619487,5,2,127948.7,0
1349,322413,51221,10,4,137122.1,0
1350,117378,15175,3,4,63517.5,0
1351,208602,644826,9,3,178482.6,1
1352,480854,502382,1,2,76238.2,0
1353,273544,284112,1,0,38411.2,0
1354,412937,534138,4,0,93413.8,0
1355,338524,316818,10,4,163681.8,0
1356,232065,608676,2,4,112867.6,1
1357,30801,98884,2,2,45888.4,1
1358,196119,417929,7,4,143792.9,1
1359,90935,372420,7,3,131242.0,1
1360,429203,182896,5,1,76289.6,0
1361,492612,154617,3,2,61461.7,0
1362,77845,596998,7,2,145699.8,1
1363,21496,251497,8,2,121149.7,1
1364,277551,685870,4,1,116587.0,1
1365,99720,403889,2,1,68388.9,1
1366,21018,112892,5,2,77289.2,1
1367,63889,648260,3,1,102826.0,1
1368,431309,494168,10,2,165416.8,0
1369,474838,688353,7,2,154835.3,0
1370,341641,26583,3,1,40658.3,0
1371,309804,450936,10,3,169093.6,0
1372,485932,627451,0,3,86745.1,0
1373,476011,427751,0,4,74775.1,0
1374,256812,611787,8,1,149178.7,1
1375,152415,111757,4,1,59175.7,0
1376,449985,329636,0,2,48963.6,0
1377,43797,358167,8,1,123816.7,1
1378,262444,458183,0,0,45818.3,1
1379,119650,362923,7,4,138292.3,1
1380,75785,685525,2,1,96552.5,1
1381,417472,97532,9,3,123753.2,0
1382,178845,522990,4,3,116299.0,1
1383,139447,663422,10,1,174342.2,1
1384,195999,404022,0,4,72402.2,1
1385,462042,287618,9,2,134761.8,0
1386,331147,29263,7,1,80926.3,0
1387,149406,159680,9,4,137968.0,0
1388,463525,542393,5,4,136239.3,0
1389,276628,193157,2,2,55315.7,0
1390,489311,621113,5,0,112111.3,0
1391,270800,681464,6,3,152146.4,1
1392,54529,591843,6,0,119184.3,1
1393,139126,694782,10,0,169478.2,1
1394,45738,413589,3,3,95358.9,1
1395,67283,200995,2,4,72099.5,1
1396,358274,390769,1,0,49076.9,0
1397,395038,151258,1,2,41125.8,0
1398,106246,241807,2,0,44180.7,1
1399,63846,679900,2,4,119990.0,1
1400,122915,366082,5,3,110608.2,1
1401,269185,208054,5,3,94805.4,0
1402,127166,249137,8,2,120913.7,1
1403,492177,271563,3,1,65156.3,0
1404,421651,648391,8,4,176839.1,1
1405,258878,347116,8,4,146711.6,0
1406,105184,583904,5,3,132390.4,1
1407,371940,277577,4,0,67757.7,0
1408,444435,202238,9,2,126223.8,0
1409,257906,267006,6,0,86700.6,0
1410,205143,608424,0,0,60842.4,1
1411,57909,542790,9,2,160279.0,1
1412,52060,107922,4,0,50792.2,1
1413,346287,358320,5,3,109832.0,0
1414,142782,455384,5,3,119538.4,1
1415,171295,29511,4,2,58951.1,0
1416,398259,671630,10,2,183163.0,1
1417,351352,110624,9,1,109062.4,0
1418,278689,697634,5,4,151763.4,1
1419,59100,271376,0,3,51137.6,1
1420,417134,327190,6,4,124719.0,0
1421,390891,199000,8,3,123900.0,0
1422,93743,677874,5,4,149787.4,1
1423,496145,342208,10,2,150220.8,0
1424,355347,274442,3,4,89444.2,0
1425,279703,527391,6,3,136739.1,1
1426,38689,634332,8,1,151433.2,1
1427,496366,279390,3,0,57939.0,0
1428,180632,196774,0,2,35677.4,0
1429,161888,656612,6,2,141661.2,1
1430,486924,629294,4,1,110929.4,0
1431,67883,56027,2,0,25602.7,0
1432,29776,583538,1,3,92353.8,1
1433,222902,457641,2,2,81764.1,1
1434,435383,60745,5,0,56074.5,0
1435,287849,661753,8,4,178175.3,1
1436,28721,696165,3,2,115616.5,1
1437,362161,348241,6,4,126824.1,0
1438,160199,416367,9,0,131636.7,1
1439,197828,396865,4,1,87686.5,1
1440,455914,683716,6,3,152371.6,0
1441,340313,393748,3,1,77374.8,0
1442,321204,210597,7,3,115059.7,0
1443,257966,616740,1,4,103674.0,1
1444,417585,120306,5,3,86030.6,0
